Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,1.47451495458029E-17,0,-0.03,0,0,0,1.17270353755551,0.00300664842174698,-4.06347892977222E-18,1.70399206185924E-20,0.00172424770321966,2.53324062594359E-21,0.00403936913414965,0,0,0,0,0,0,package://robot/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robot/meshes/base_link.STL,,base_link-1,base_link,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
left_wheel_link,0,0.0125,0,0,0,0,0.151189146454009,8.81936687648385E-05,1.44447723920675E-37,1.31516848005396E-37,0.000160638468107384,2.75506488473974E-37,8.81936687648385E-05,0,0,0,0,0,0,package://robot/meshes/left_wheel_link.STL,1,1,1,1,0,0,0,0,0,0,package://robot/meshes/left_wheel_link.STL,,lt-2,left_joint,left,left_wheel_joint,continuous,0,-0.115,-0.03,0,0,0,base_link,0,-1,0,,,,,,,,,,,,
right_wheel_link,2.60208521396521E-18,-0.0125,-8.67361737988404E-19,0,0,0,0.151189146454009,8.81936687648385E-05,-1.41172157875717E-21,6.01853107621011E-36,0.000160638468107384,-6.57752008171852E-37,8.81936687648384E-05,0,0,0,0,0,0,package://robot/meshes/right_wheel_link.STL,1,1,1,1,0,0,0,0,0,0,package://robot/meshes/right_wheel_link.STL,,lt-1,right_joint,right,right_wheel_joint,continuous,0,0.115,-0.03,0,0,0,base_link,0,1,0,,,,,,,,,,,,
